asin,product_rating,price,brand
B00313JCU2,3.857142857142857,,
B00313JCUC,4.28,,
B00313JD06,4.428571428571429,99.95,
B00313JWSO,3.75,106.98,
B00313JWSY,4.166666666666667,669.99,
B00313JXE2,4.166666666666667,149.98,Garmin
B00313JXKG,4.142857142857143,,
B00313JXM4,3.5454545454545454,,
B00313JY46,4.285714285714286,5.9,Scosche
B00313LOQC,3.25,44.0,Hello Kitty
B00313XLXG,4.5,5.25,
B00314W992,4.230769230769231,6.77,
B003150B6O,4.083333333333333,14.99,Fotasy
B003152680,3.4,119.99,Concept
B003155Z3S,3.0,27.89,
B003155Z56,4.0,,
B003156O1U,3.7058823529411766,89.99,
B00315B2JO,4.75,37.18,
B00315OUYI,5.0,12.66,
B00315VPL4,4.333333333333333,64.26,EnGenius
B00316263Y,4.776276276276277,5.99,BlueRigger(TM)
B00316RGD4,4.5,29.95,Unknown
B00316TM22,4.4,78.5,Cyncronix Rated Advanced Components
B00316WHJ2,2.5416666666666665,65.0,
B00316ZH5I,4.368421052631579,109.95,
B003172FFW,4.684210526315789,55.0,GoPro
B0031777Z0,3.2,109.0,
B00317C0DO,4.4,138.89,HP
B00317CQVK,3.6,2.3,Orion
B00317G04O,4.2,14.99,BUFFALO
B00317H7Q4,4.212121212121212,299.0,Bower Camera
B00317HUWU,4.633333333333334,19.95,FireStik
B00317IIT4,3.6666666666666665,29.49,Lava
B003182MV8,3.2,,
B00318CG3W,4.066666666666666,,
B00318CG5U,4.111111111111111,,
B00318CG7I,4.5,,
B00318CG8C,4.222222222222222,408.0,
B00318CG8W,4.166666666666667,13.87,
B00318CG9G,4.2,12.86,
B00318CGA0,5.0,,
B00318CGBE,3.8095238095238093,10.99,
B00318CGBO,3.6470588235294117,7.04,
B00318CGCS,4.588235294117647,229.95,
B00318CGD2,4.4,20.99,
B00318CGFK,4.0,7.97,
B00318CGHI,3.1333333333333333,9.56,
B00318COA2,4.2,,
B00318KAGM,3.6666666666666665,179.99,MTX
B00318KTAE,3.8333333333333335,8.95,
B00319JCCE,3.3846153846153846,21.0,Lava Electronics
B00319ZXL8,2.4,,
B0031ANNQY,4.0,8.95,
B0031ANZPS,3.5,0.49,Generic
B0031AQ302,4.114130434782608,34.95,Neewer
B0031AW2UM,3.0,3.86,Absolute USA
B0031AY1O2,4.823529411764706,18.99,
B0031B7DCS,3.806451612903226,13.01,Bracketron
B0031CN3QC,3.1,89.95,
B0031CPCXO,3.9411764705882355,7.99,Rainbowimaging
B0031CS83U,4.757575757575758,6.86,Rainbowimaging
B0031DTWNO,4.25,39.0,HP
B0031ESJ2I,3.8,69.99,
B0031ESJ78,4.181818181818182,2.86,
B0031ESKJ0,4.6,39.99,
B0031ESKJA,4.5588235294117645,24.12,Nzxt
B0031ESKRM,4.0,177.51,
B0031ESTD2,3.6,354.99,
B0031ESWP2,4.666666666666667,16.21,
B0031ESWPC,3.6666666666666665,365.44,
B0031ET9KO,4.571428571428571,56.99,
B0031GGQC6,4.447204968944099,154.0,
B0031GK3O8,4.916666666666667,38.5,
B0031GK3OI,4.441860465116279,78.99,
B0031GNYCQ,4.0,80.0,
B0031H39N4,4.342105263157895,12.49,Dell
B0031HG5XU,4.583333333333333,2.53,
B0031HXZ5G,3.6666666666666665,,
B0031IIXW0,4.55,29.99,
B0031KBKLY,3.9649122807017543,59.99,
B0031KF7QS,4.352941176470588,59.99,
B0031KPS62,3.4444444444444446,101.4,
B0031LCB02,4.333333333333333,81.99,
B0031LJN9O,4.9,19.31,
B0031LX6F6,3.5833333333333335,19.99,Veho
B0031M9QWC,4.285714285714286,193.99,
B0031M9QZ4,4.166666666666667,179.95,
B0031M9SF2,4.666666666666667,19.99,Q-See
B0031M9SH0,4.8,,
B0031M9SHU,4.0,,
B0031MG760,4.857142857142857,19.99,
B0031MGUBC,4.5,19.99,
B0031MH3F4,3.8,19.99,
B0031MJ70I,4.777777777777778,19.99,
B0031MJZ0K,3.5,19.99,
B0031MQMU6,4.8,19.99,
B0031NF116,3.5,18.99,
B0031QH1BG,3.25,9.99,
B0031QNHKA,3.6,6.86,
B0031QNP8O,3.923076923076923,169.85,
B0031QNPAC,3.4444444444444446,618.68,
B0031QVIG0,4.111111111111111,24.99,AGPtek
B0031QVW2U,4.0,15.95,BlackRapid
B0031QZTQA,4.428571428571429,19.95,BlackRapid
B0031R2WQO,3.864864864864865,24.95,XShot
B0031R7Y2G,2.8,18.79,Exxact Parts Solution
B0031RA39W,4.666666666666667,13.08,Brainydeal
B0031RD3YY,4.7272727272727275,899.0,beyerdynamic
B0031RFVGW,3.1666666666666665,54.99,
B0031RFVJ4,4.278350515463917,12.99,
B0031RG29M,4.181818181818182,5.75,Lexar
B0031RG2AG,4.083333333333333,18.95,
B0031RG2JC,4.08,72.99,
B0031RG33C,3.888888888888889,99.0,
B0031RG832,3.6451612903225805,79.95,Audio-Technica
B0031RGENQ,3.857142857142857,9.99,
B0031RGEPE,4.235294117647059,129.99,Olympus
B0031RGEQS,5.0,,
B0031RGETU,3.875,,
B0031RGEU4,2.923076923076923,9.99,
B0031RGEUE,2.888888888888889,188.99,
B0031RGEUY,3.7027027027027026,330.01,
B0031RGEVI,4.25,168.88,Olympus
B0031RGEVS,3.3214285714285716,369.0,Olympus
B0031RGGAM,3.4166666666666665,11.76,
B0031RGGBG,4.4,9.99,
B0031RGGC0,3.411764705882353,9.99,
B0031RGGCA,3.0,7.33,
B0031RGGCU,4.5,7.33,
B0031RGGES,4.833333333333333,89.99,
B0031RGGFC,3.6666666666666665,99.9,
B0031RGGFM,3.8518518518518516,319.99,
B0031RGGFW,4.428571428571429,6.45,
B0031RGKV2,3.3333333333333335,17.12,
B0031RGKVC,4.428571428571429,79.95,
B0031RGKWQ,4.0,12.89,
B0031RGKXU,4.571428571428571,319.99,Sony
B0031RGKYE,3.5,17.12,
B0031RGKZI,4.310344827586207,17.49,
B0031RGL0C,4.1,698.0,
B0031RGL0W,4.0,745.99,
B0031RGL16,3.875,899.0,
B0031RGL1G,4.153846153846154,698.0,
B0031RGL1Q,4.714285714285714,34.81,
B0031RGL2A,4.4,5.75,
B0031SEMBQ,4.6231884057971016,24.91,StarTech
B0031SWDKI,3.7333333333333334,52.95,
B0031U1AT6,4.448275862068965,16.99,
B0031U1ATG,4.3671875,8.42,Kensington
B0031U1ATQ,4.330508474576271,16.06,Kensington
B0031U1AU0,3.9318181818181817,6.85,
B0031U1D52,4.666666666666667,25.0,
B0031U1J1K,4.4,,
B0031U1J2E,3.5,,
B0031VVHSE,4.255813953488372,6.14,Cmple
B0031W2MLY,3.7142857142857144,9.75,
B0031WFFBI,4.166666666666667,115.99,
B0031WIX7G,4.2,109.99,
B0031WLDWS,4.833333333333333,479.99,Panasonic
B0031WMAJS,3.625,6.95,
B0031WNEHU,4.4,22.98,Unknown
B0031WRG56,4.166666666666667,419.99,
B0031WU0SG,5.0,,
B0031X8HG2,4.5,169.95,Intel
B0031XYRDO,4.333333333333333,11.27,GGS
B0031Y1W40,5.0,3.48,GGS
B0031YD0AO,4.8,8.64,IMC Audio
B0031YQJJ8,4.5,59.49,Absolute USA
B0031YWAKK,4.0,6.75,BATUCA
B0031YZ1A6,2.857142857142857,9.0,Adorama
B0031ZDQ34,4.357142857142857,5.4,eForCity
B0031ZKX5I,5.0,599.94,
B003214YBU,3.8461538461538463,33.98,Bay Valley Parts
B00322H5W4,4.0,3.82,Max Professional
B00322IMBC,2.7142857142857144,19.99,
B00322ON1K,3.4166666666666665,369.0,Canon
B00322ON7E,3.3333333333333335,449.0,
B00322ON8I,3.2,17.12,
B00322ON8S,4.2727272727272725,399.95,Canon
B00322OOCS,4.529411764705882,649.0,
B00322OOXM,4.333333333333333,17.12,
B00322OP3Q,4.142857142857143,17.12,
B00322OP40,4.076923076923077,10.13,
B00322OP4A,3.6,637.96,
B00322OP4K,4.2727272727272725,649.0,
B00322OP54,4.111111111111111,875.0,
B00322PYUY,4.416666666666667,26.95,
B00322PYXG,4.266666666666667,371.99,
B00322PYYK,4.107142857142857,394.29,
B00322PYZO,4.293103448275862,16.49,
B00323G71S,4.5,7.97,
B00325QQ62,4.2,4.99,
B003283M6Q,4.32258064516129,12.99,
B003284472,4.222222222222222,12.99,
B00328HR44,3.8181818181818183,149.99,Sony
B00328HR4Y,4.0344827586206895,119.99,Sony
B00328HR62,4.078947368421052,49.99,
B00328HR76,4.052083333333333,17.49,
B00328HR7G,4.444444444444445,337.49,Sony
B00328HR8A,4.0,121.99,Sony
B00328HR94,3.037037037037037,5.75,
B00329NYK4,3.4827586206896552,11.95,Absolute USA
B00329SZJY,4.75,,
B0032A1LBW,4.625,21.27,Tech Rover
B0032AEF42,3.5714285714285716,8.49,
B0032ALW5C,4.2105263157894735,18.87,
B0032ALW5M,4.0,15.97,
B0032AMXEG,3.6,72.99,
B0032ANBXI,4.25,,Casio
B0032ANBY2,4.2,,
B0032ANC00,4.257142857142857,249.99,
B0032ANC5U,4.285714285714286,,
B0032ANC7S,4.4,15.47,SIIG
B0032ANC8M,4.598290598290598,18.26,Cables To Go
B0032ANCCI,4.5,89.99,Thule
B0032ANCE6,3.4,18.99,
B0032ANCIW,4.235294117647059,17.95,BELKIN
B0032ANCP0,4.4,156.44,
B0032ASLDI,4.375,22.98,
B0032B0XUG,4.285714285714286,69.0,
B0032B4ZNM,4.333333333333333,10.65,
B0032BH46M,4.6923076923076925,41.75,Think Tank
B0032CAGH0,3.2,10.5,CowboyStudio
B0032CI80W,3.6206896551724137,107.99,Mutant
B0032CMUY2,3.8,8.37,
B0032CNM4O,3.6315789473684212,84.99,
B0032CP24W,4.520408163265306,45.49,
B0032CPQSE,3.6153846153846154,82.99,
B0032CRTZ2,4.0,21.23,Battery1inc
B0032EY13S,4.142857142857143,5.95,
B0032EYZ34,4.5,10.99,
B0032F126G,4.212121212121212,54.95,Lanzar
B0032F8UM0,3.875,229.0,
B0032FAM4Y,4.285714285714286,7.92,
B0032FN034,4.0,4.95,
B0032FO218,4.526315789473684,18.89,On-Q/Legrand
B0032FO27M,4.777777777777778,3.99,On-Q/Legrand
B0032FOJDE,3.142857142857143,541.16,
B0032FOJDY,3.4,17.65,
B0032FOJGG,3.625,90.58,
B0032FOJGQ,3.909090909090909,90.58,
B0032FOJOS,3.6842105263157894,109.99,
B0032FOJP2,4.0,141.0,
B0032FOJPC,4.0,119.95,
B0032FOJPM,4.32258064516129,119.99,
B0032FOJQ6,4.0,249.99,
B0032FOJSE,4.636363636363637,49.99,
B0032FOJVQ,3.6315789473684212,84.95,BOSS
B0032FOJXE,2.6,11.41,
B0032FOK1A,3.5428571428571427,78.95,BOSS
B0032FOK2E,3.8,,
B0032FOK6A,4.0,121.19,
B0032FOKDS,4.3076923076923075,38.95,BOSS
B0032FOKOM,4.166666666666667,89.85,BOSS
B0032FOKPG,4.4,45.61,BOSS
B0032FOKQA,4.75,54.36,BOSS
B0032FOKRY,4.125,31.49,BOSS
B0032FOKT2,4.333333333333333,94.99,BOSS
B0032FOKVA,3.5625,104.95,BOSS
B0032FOKXS,4.4375,23.88,
B0032FPEMY,4.0,69.95,
B0032FPV2M,4.0625,17.12,
B0032FPVKE,4.6,16.19,
B0032FPX5C,4.3,261.97,
B0032FPY06,4.5,399.99,
B0032FPYHY,4.333333333333333,8.99,
B0032FPZ28,4.8,17.12,
B0032FR0FS,5.0,24.0,
B0032FXOBC,4.625,3.99,On-Q/Legrand
B0032G3GH8,4.285714285714286,3.66,
B0032G618O,4.69620253164557,25.59,
B0032GMWRI,5.0,42.5,
B0032GNUME,4.2,18.99,Unknown
B0032GNX3A,4.545454545454546,10.99,SIB
B0032GNXOO,4.0,10.25,SIB
B0032GO0FU,4.0,4.89,Unknown
B0032GO0SW,4.75,2.36,Menotek
B0032GRSRC,4.6,8.49,SIB
B0032GRY9O,4.733333333333333,11.8,Unknown
B0032GRZZC,4.363636363636363,19.79,
B0032GTLH2,4.659574468085107,2.18,Generic
B0032GTMEE,4.241379310344827,176.63,
B0032GU1LW,3.6785714285714284,13.88,SANOXY
B0032GV0XK,4.818181818181818,15.96,
B0032GVCP6,4.75,2.89,Topzone
B0032GVDB4,4.0,26.87,Unknown
B0032GWZXE,4.068965517241379,14.73,ClearMax
B0032H2EEI,4.538461538461538,11.63,Steren
B0032H2ON4,4.642857142857143,24.99,
B0032H4EX2,3.0,4.95,CowboyStudio
B0032HBFD4,3.4615384615384617,91.99,
B0032HETIC,3.4,19.99,
B0032HHXVM,4.243243243243243,9.99,
B0032HM6HS,3.968421052631579,12.29,Panasonic
B0032HM6JG,3.9158878504672896,18.99,Panasonic
B0032HMSIU,3.433333333333333,179.95,
B0032HOH0W,2.4444444444444446,8.47,Gindart
B0032HU8NM,3.4,64.99,
B0032I6RBI,4.444444444444445,24.99,EchoStar
B0032I7PUK,4.166666666666667,29.99,
B0032IBYXO,4.583333333333333,5.99,Hosa
B0032IKP6Q,3.55,4.71,HDE
B0032J4TKI,4.166666666666667,10.96,
B0032JAG4G,4.5,2.16,Dynex
B0032JPDFI,4.555555555555555,15.99,BELKIN
B0032JRRWK,4.107142857142857,133.79,Canon
B0032JRRWU,4.458333333333333,279.0,Canon
B0032JRRXO,4.181818181818182,179.99,Canon
B0032JRRXY,3.880952380952381,169.99,
B0032JRRZM,4.545454545454546,32.95,Canon
B0032JTPMK,2.2857142857142856,3.25,
B0032JY354,4.166666666666667,104.0,USA Spec
B0032MS1B8,3.925925925925926,7.89,Rainbowimaging
B0032MT0OU,4.571428571428571,5.98,CableHero
B0032MVQJM,4.583333333333333,15.99,Fotasy
B0032MXB90,4.866666666666666,79.0,
B0032O4PTS,4.2,0.51,Neewer
B0032O6S70,4.678571428571429,7.18,
B0032OLF4G,5.0,5.58,
B0032OX1N4,3.5294117647058822,24.99,
B0032OZNDK,4.382352941176471,19.59,UsbPhoneWorld
B0032PAOWY,4.64,19.99,
B0032QA93M,4.8,59.99,
B0032R6CPK,3.3773584905660377,7.68,SANOXY&reg;
B0032R858C,3.8,3.34,ImportPro
B0032RGNI6,4.0,25.99,
B0032S2E88,4.0,3.62,Empire
B0032S6XX0,4.666666666666667,10.95,
B0032S7U0A,3.0,59.79,
B0032U7VMK,4.285714285714286,1.87,GAD
B0032UF4F6,4.5,6.05,Neewer
B0032UIGF6,4.25,3.99,
B0032UMMCE,4.8,14.95,
B0032UUGF4,4.794117647058823,22.99,Evercool
B0032UWQSE,3.5,14.99,
B0032UWTGI,3.814814814814815,159.99,
B0032UWTK4,4.2,149.99,
B0032UWTMM,3.3333333333333335,17.12,
B0032UWTQI,4.142857142857143,17.12,
B0032UXY9Y,4.6,24.99,
B0032UXYA8,4.56,25.01,
B0032UXYBW,4.75,44.15,Memory Master
B0032VFC84,4.428571428571429,99.0,iOptron
B0032W602A,4.304347826086956,32.99,
B0032WL59S,4.8,26.99,Brainydeal
B0032XEED6,4.833333333333333,90.73,Samsung
B0032XFZC0,3.7142857142857144,12.99,One For All
B0032XHP3C,3.8333333333333335,16.99,V7
B0032XJDJ6,3.5,61.5,
B0032XLSLM,4.3076923076923075,7.51,MallBox
B0032XQP1K,4.8,84.95,Contour Design
B0032XR2MQ,4.4,9.95,Neewer
B0032XW5FA,4.666666666666667,4.84,
B0032Y0OH0,3.8461538461538463,39.98,Contour Design
B0032YSKLC,4.333333333333333,3.89,Mitecs
B0032YTZ5W,4.5,69.99,ePhoto
B0032YTZNE,4.666666666666667,159.99,
B0032Z4OMA,3.5238095238095237,1.49,
B0032Z8KH0,4.111111111111111,89.79,Envizen Digital
B0032ZZP82,4.9411764705882355,7.49,
B0033039BG,3.9166666666666665,47.78,
B003307BYW,3.4126984126984126,39.28,Coby
B00330O2U8,4.0256410256410255,9.95,CowboyStudio
B00330OVIG,4.0,8.74,Iogear
B00330RWGE,3.5833333333333335,12.5,
B0033160U2,3.59375,120.0,
B00331S5FK,4.888888888888889,14.95,Headset Buddy
B003329V4S,5.0,26.36,4AllDeals
B00332DPDG,3.8085106382978724,12.67,Headset Buddy
B00332E4UE,5.0,43.0,Unknown
B00332FKL6,4.0,17.65,
B00332FL4M,4.333333333333333,69.0,
B00332FL6U,4.777777777777778,69.0,
B00332N3AG,5.0,3.99,Clarity
B00332X1M6,4.333333333333333,5.57,Importer520
B00332Z3G8,3.8947368421052633,12.29,Importer520
B003333ASA,3.6,5.0,Generic
B003334J6M,2.857142857142857,11.99,
B00333AW72,3.6,10.63,Importer520
B00333AWTA,3.3125,8.99,Importer520
B00333BI1G,4.0,31.27,LB1 High Performance
B00333CYQY,3.5,4.07,VanMobileGear
B00333F2YU,3.958904109589041,39.99,Importer520
B00335LX9G,3.6,15.81,
B00335SEJS,4.8,61.97,
B00336EFXG,3.6,,
B00336EH8Y,4.75,14.99,Sony
B00336EHAM,4.78125,11.99,Unknown
B00336EHBQ,4.190476190476191,7.99,Unknown
B00336EHEI,4.444444444444445,6.0,Sony
B00336EM0W,4.677966101694915,29.99,
B00336EUJK,4.166666666666667,9.99,
B00336G7FA,4.56043956043956,114.48,Sony
B00336G7LE,4.833333333333333,110.0,Sony
B00336G7MI,4.84375,37.3,Sony
B00336S7KS,3.4,17.25,
B003372BQ8,4.666666666666667,65.0,
B003374OWW,4.375,9.89,
B0033759RQ,4.75,5.35,Mitecs
B003378K7M,4.833333333333333,7.92,
B00337FY76,4.183333333333334,5.69,Importer520
B00337WLN6,4.466666666666667,68.99,
B003384ELM,4.571428571428571,191.0,
B00338OCCS,4.0,18.33,eForCity&amp;reg;
B003393AAC,3.473684210526316,49.0,AGPtek
B00339X1EM,4.695652173913044,86.13,G.Skill
B0033A7JG2,4.133333333333334,,
B0033A7K7A,3.888888888888889,,
B0033AF5WW,4.188679245283019,37.25,StarTech
B0033AIW7M,4.173913043478261,140.99,
B0033BDV7C,4.071428571428571,124.99,
B0033BOUUO,4.333333333333333,17.95,
B0033BU0F8,3.4788732394366195,2.29,neXplug
B0033BUCK6,4.111111111111111,19.95,
B0033CQG46,5.0,3.99,Importer520
B0033DJ3BS,4.833333333333333,4.14,edelectronic electronics
B0033G9FAY,3.8333333333333335,31.17,Sony
B0033GD9CO,4.8,279.99,Celestron
B0033HPYIA,4.785714285714286,23.81,DIY
B0033HTXUU,5.0,42.99,DIY
B0033KBT68,3.857142857142857,,
B0033KELCM,3.5555555555555554,16.3,
B0033KPVKS,4.625,59.89,Kenneth Cole REACTION
B0033NQOWY,4.0,4.3,Trisonic
B0033PROLM,4.333333333333333,33.92,
B0033PROLW,2.736842105263158,11.39,Pioneer
B0033PROOY,4.0,60.56,Pioneer
B0033PROP8,4.37037037037037,37.99,Pioneer
B0033PROPS,3.8076923076923075,15.07,
B0033PRQB0,4.695652173913044,297.0,Nikon
B0033PRQE2,4.2,505.05,
B0033PRWSW,4.911111111111111,,Canon
B0033PUMYI,3.9,,
B0033Q4O6O,2.6,55.92,battery_king
B0033QCGO6,4.419354838709677,18.95,
B0033QJLQW,3.5074626865671643,179.99,FAVI Entertainment
B0033QQBZQ,4.875,2.99,SANOXY
B0033RH30C,4.6,99.99,
B0033RSNPG,4.5,12.49,
B0033RY7YC,4.75,3.49,HP
B0033RY7YW,4.7,5.5,HP
B0033SC2SE,4.416666666666667,222.0,Camp Chef
B0033SHDSS,3.875,99.0,Milty
B0033TJPJW,4.03125,37.13,
B0033UMA5W,2.2857142857142856,9.99,
B0033UPL3A,4.571428571428571,35.98,SanDisk
B0033UQM6K,4.416666666666667,27.0,VisibleDust
B0033UUN6K,4.6,4.99,
B0033V4DJC,5.0,24.99,Dell
B0033VKKB2,4.542857142857143,99.95,
B0033VMM3G,3.75,359.99,
B0033WD9DM,2.0,12.95,
B0033WIFMC,4.5,35.84,Apex
B0033WSDNI,4.681818181818182,,
B0033WSDNS,4.2,75.78,
B0033WSDO2,4.8,75.78,
B0033WSDR4,2.96,48.99,
B0033WSDUG,4.0,14.99,
B0033WSDY2,4.4,72.99,Generic
B0033WSDYC,4.076923076923077,319.99,Sangean
B0033WSTZ0,3.0,72.24,Monster
B0033WSYZU,3.5,19.95,Targus
B0033WT9TK,4.444444444444445,199.0,Orbis
B0033WWAF0,3.090909090909091,39.99,Netgear
B0033WWBAE,3.8461538461538463,98.82,
B0033Y2A9E,3.3,53.95,
B0033Y89K8,4.666666666666667,26.23,
B0033YIRVO,4.333333333333333,39.99,
B0033YVZ9U,3.6666666666666665,99.95,
B0033ZBBY8,4.435483870967742,3.39,Ultralast
B0033ZJE38,3.6666666666666665,19.95,Opteka
B0033ZP5YA,3.9344262295081966,0.01,NEEWER
B003403I5M,4.846153846153846,4.43,Importer520
B00341YYAO,4.2,6.29,
B003429IWC,4.083333333333333,17.49,
B00342USZS,3.375,7.95,Syba
B00342UT02,4.1,4.01,Syba
B00342UT1G,4.333333333333333,16.99,
B00342UT84,4.777777777777778,34.99,
B00342VJ74,3.4,22.04,
B00342Z8D0,4.076923076923077,39.99,
B00343DNJK,4.3108108108108105,23.36,iHome
B00343NWCS,4.842105263157895,19.89,
B003448Q46,4.636363636363637,40.98,Hoya
B00344EQBI,2.0,25.47,
B00344P55Y,4.5,55.15,Hoya
B00344R250,5.0,34.0,Hoya
B00344R61K,4.666666666666667,99.99,
B00345GX0O,4.714285714285714,6.5,
B00345SLGS,3.392857142857143,1.98,Importer520
B00345XKV4,4.428571428571429,96.92,Hahnel
B00345Y144,3.2222222222222223,249.99,
B0034626ZY,4.6,245.98,
B00346I5LI,4.3,25.0,
B00346LJ2A,4.875,9.99,
B00347A420,4.08,,
B00347A48O,3.8,200.5,
B00347L6I6,4.075,14.99,
B00347L6KE,3.875,,
B00348HAKS,4.375,12.89,
B00348J5Q0,4.333333333333333,16.0,
B00348K5XW,3.75,159.0,StarTech
B00348TXZ8,4.4,47.0,
B003490AQ8,4.333333333333333,28.0,Seagate
B003497WU0,4.8,15.98,Eathtek
B00349OSOS,4.933333333333334,14.89,
B0034A6Y4E,3.5714285714285716,189.99,
B0034AJ89M,4.333333333333333,186.99,Canon
B0034C0M0Y,4.714285714285714,15.99,
B0034CL2ZI,4.464033850493653,27.78,TP-Link
B0034CN06W,4.5,21.99,
B0034COYDA,4.333333333333333,25.79,TP-Link
B0034CQR4O,3.5714285714285716,36.9,High Point
B0034CSTFY,4.379310344827586,79.99,
B0034CSUZ8,4.626373626373627,6.95,TP-Link
B0034CTWLE,3.739130434782609,4.99,
B0034DJZJC,3.7142857142857144,2.4,Importer520
B0034DON58,2.4285714285714284,2.27,
B0034DUR6W,4.34,14.99,
B0034E2CNC,4.333333333333333,14.99,
B0034E2TFS,4.909090909090909,12.89,
B0034E3IRQ,3.857142857142857,14.99,
B0034EVH7Y,4.2,6.99,
B0034G4H1U,4.0,,
B0034G4YQS,4.333333333333333,,
B0034G9BSE,4.2,23.21,Pyle
B0034GXNYM,3.8076923076923075,,
B0034H2YNM,3.5,,
B0034HECE6,3.9,27.7,StarTech
B0034HIB0W,4.086956521739131,37.72,
B0034HROMI,4.4,,
B0034HWQ4Y,4.1,47.73,Monoprice
B0034I7EO0,4.111111111111111,77.98,
B0034JG828,1.2,0.01,
B0034JLTNG,4.714285714285714,75.78,
B0034JSYZ2,4.1265822784810124,24.23,TP-Link
B0034JW17E,4.2727272727272725,8.95,
B0034JWXBI,3.8518518518518516,14.25,Dell
B0034K48T2,3.4,21.99,Dell
B0034KO59U,4.125,119.98,
B0034L3G8U,3.8424657534246576,60.31,Sennheiser
B0034L53Z4,4.0,51.95,
B0034L72G2,4.142857142857143,45.99,Sennheiser
B0034LNR7A,4.368421052631579,6.95,Magellan
B0034MJH78,3.6,119.7,Intel
B0034NGZWM,3.875,,
B0034PSKGY,4.833333333333333,4.99,
B0034SABW2,2.111111111111111,149.99,
B0034SURP8,3.9,40.99,
B0034T4FLO,4.8,9.99,
B0034TSO3E,3.44,9.25,CowboyStudio
B0034TU4TG,3.6,59.69,
B0034TUDD8,2.6666666666666665,12.95,CowboyStudio
B0034VAACA,4.166666666666667,,
B0034WCCPC,4.111111111111111,20.17,
B0034WR19Y,4.085106382978723,9.92,CowboyStudio
B0034WR71G,4.527777777777778,14.86,CowboyStudio
B0034X6SCY,4.0,5.49,Monoprice
B0034X9380,4.428571428571429,6.65,Monoprice
B0034XBFJU,4.109090909090909,4.36,Importer520
B0034XDAYS,3.4444444444444446,8.99,Monoprice
B0034XDT0S,3.526315789473684,149.0,
B0034XDTF8,3.769230769230769,103.79,
B0034XFG86,3.892857142857143,379.0,Nikon
B0034XGLLM,4.125,249.99,
B0034XIL60,3.953271028037383,159.0,
B0034XIM82,3.878787878787879,249.0,Nikon
B0034XIMG4,3.977272727272727,17.12,
B0034XJ3TY,5.0,,
B0034XJNHQ,3.8333333333333335,24.29,AGPtek
B0034XR62U,4.6521739130434785,34.88,
B0034XRDU0,4.781818181818182,349.98,
B0034XRDUA,4.071593533487298,37.77,Logitech
B0034XRDUK,4.714285714285714,52.89,Silverstone Tek
B0034XRDUU,5.0,74.18,Silverstone Tek
B0034XRDV4,4.833333333333333,34.99,Silverstone Tek
B0034XRE6S,4.538461538461538,99.55,
B0034XREEA,3.3461538461538463,104.95,
B0034XRLGQ,5.0,1.02,On-Q/Legrand
B0034XS250,4.0,15.86,
B0034YA70W,3.35,34.99,
B0034Z4PYK,4.571428571428571,38.95,Neewer
B0034ZD5P0,3.6470588235294117,66.99,
B0034ZGWDW,4.857142857142857,3.07,
B0034ZZ5W6,5.0,149.99,
B00350EJUO,4.5,15.45,Group Vertical
B00350I03Q,3.3529411764705883,28.12,Dell
B00350LQ1O,4.666666666666667,17.99,Group Vertical
B00350O5DK,4.3,37.61,Zalman
B00350X6MG,3.6,9.97,Batteries
B003516BJU,4.2,19.99,HIRO
B00351F1Q4,4.733333333333333,15.79,Lite-On
B0035229EA,3.5714285714285716,40.99,
B00352KD0M,2.8333333333333335,59.95,
B00352LQYO,3.65,749.0,
B00352LSYW,3.4615384615384617,139.99,
B00352LVY4,4.0,43.99,
B00352NOFS,3.5833333333333335,13.99,
B00352UZQO,3.9,17.43,battery_king
B00352W0SU,3.5555555555555554,74.98,
B00352W0V2,4.1,34.99,Coby
B00353CWPA,3.142857142857143,84.99,
B00353EKR8,5.0,6.75,Supermicro
B003547GRI,4.593220338983051,15.0,CowboyStudio
B00354DVTU,5.0,8.91,
B00354EELE,4.428571428571429,19.19,
B00354HS3A,2.5454545454545454,77.49,Toshiba
B00354MVP0,3.9555555555555557,7.5,Neewer
B00354QSKY,4.0,1.99,Importer520
B003550RLE,3.923076923076923,,
B003553EEQ,2.4166666666666665,4.45,
B0035548TQ,3.914285714285714,83.03,
B0035548VY,4.428571428571429,94.75,Lowepro
B003554BP2,4.0,19.99,Plantronics
B003554BPW,4.0,29.99,Plantronics
B00355ETTU,4.714285714285714,3.99,CowboyStudio
B00355GFMO,4.318181818181818,9.95,CowboyStudio
B00355HV2W,4.8,99.88,
B00355IJU0,3.851063829787234,27.95,Optical Quantum
B00356DGV6,3.4,,
B00356FFB0,2.8,7.99,
B00356HIBU,2.8,12.98,
B00356J8KE,4.590909090909091,19.95,PylePro
B00356M4Q4,4.0,194.49,Pyle
B00356M5IQ,3.2222222222222223,9.99,
B00356SEKE,4.375,13.99,
B00356SEMM,4.230769230769231,13.99,
B00356Z5IS,4.833333333333333,7.99,
B0035718CE,3.6666666666666665,13.99,
B00357NQJC,4.666666666666667,2.19,eForCity
B00357PCVC,3.45,10.55,CowboyStudio
B00358IMTA,4.125,4.0,eForCity&amp;reg;
B00358MP02,4.526315789473684,249.99,Netgear
B00358MSOK,4.8,3.57,eForCity&amp;reg;
B00358P3YM,4.172413793103448,35.58,Case Logic
B00358P4OQ,4.090909090909091,2.54,eForCity
B00358P4QO,3.8823529411764706,4.39,eForCity
B00358PJ28,5.0,204.99,Netgear
